venta_id,ts,sku,categoria,rider_id,ciudad,monto_ars,canal
S002014,2026-05-08T22:00:00+00:00,SKU021,accesorio,R0036,Cordoba,1890,web
S002015,2026-01-22T11:00:00+00:00,SKU031,seguro,R0078,Cordoba,1890,web
S002016,2026-05-29T14:00:00+00:00,SKU021,accesorio,R0071,Cordoba,1890,estacion
S002017,2026-06-04T07:00:00+00:00,SKU004,pase,R0018,Cordoba,1890,web
S002018,2026-03-31T13:00:00+00:00,SKU008,pase,R0060,Buenos Aires,1990,app
S002019,2026-05-27T09:00:00+00:00,SKU008,pase,R0066,Buenos Aires,1990,app
S002020,2026-02-03T00:00:00+00:00,SKU032,seguro,R0067,Cordoba,9790,app
S002021,2026-05-30T10:00:00+00:00,SKU023,accesorio,R0066,Cordoba,5790,estacion
S002022,2026-03-17T21:00:00+00:00,SKU027,accesorio,R0022,Cordoba,3290,estacion
S002023,2026-04-09T21:00:00+00:00,SKU006,pase,R0072,Buenos Aires,9990,app
S002024,2026-02-27T09:00:00+00:00,SKU027,accesorio,R0042,Buenos Aires,9990,web
S002025,2026-04-25T21:00:00+00:00,SKU033,seguro,R0047,Cordoba,1890,web
S002026,2026-05-19T15:00:00+00:00,SKU022,accesorio,R0084,Buenos Aires,1990,app
S002027,2026-04-12T06:00:00+00:00,SKU034,seguro,R0019,Buenos Aires,1990,estacion
S002028,2026-04-11T14:00:00+00:00,SKU019,recarga,R0026,Cordoba,5790,app
S002029,2026-04-23T03:00:00+00:00,SKU016,recarga,R0059,Buenos Aires,5990,web
S002030,2026-04-18T05:00:00+00:00,SKU033,seguro,R0016,Buenos Aires,5990,estacion
S002031,2026-05-08T11:00:00+00:00,SKU038,seguro,R0067,Buenos Aires,1990,web
S002032,2026-05-03T11:00:00+00:00,SKU027,accesorio,R0003,Buenos Aires,9990,web
S002033,2026-05-23T01:00:00+00:00,SKU005,pase,R0060,Cordoba,5790,app
S002034,2026-05-30T06:00:00+00:00,SKU021,accesorio,R0073,Cordoba,1890,web
S002035,2026-02-24T22:00:00+00:00,SKU010,pase,R0084,Cordoba,1890,web
S002036,2026-04-12T02:00:00+00:00,SKU024,accesorio,R0019,Buenos Aires,1990,web
S002037,2026-04-03T14:00:00+00:00,SKU018,recarga,R0074,Cordoba,3290,app
S002038,2026-02-07T20:00:00+00:00,SKU038,seguro,R0042,Cordoba,3290,app
S002039,2026-03-15T05:00:00+00:00,SKU013,recarga,R0112,Cordoba,5790,estacion
S002040,2026-05-08T00:00:00+00:00,SKU016,recarga,R0000,Cordoba,1890,estacion
S002041,2026-02-06T08:00:00+00:00,SKU021,accesorio,R0024,Cordoba,1890,web
S002042,2026-04-05T20:00:00+00:00,SKU003,pase,R0043,Buenos Aires,3490,app
S002043,2026-02-25T11:00:00+00:00,SKU034,seguro,R0112,Cordoba,5790,app
S002044,2026-01-20T04:00:00+00:00,SKU023,accesorio,R0058,Cordoba,5790,app
S002045,2026-01-30T17:00:00+00:00,SKU026,accesorio,R0068,Buenos Aires,9990,web
S002046,2026-02-20T11:00:00+00:00,SKU016,recarga,R0081,Buenos Aires,5990,web
S002047,2026-04-07T23:00:00+00:00,SKU010,pase,R0042,Buenos Aires,9990,app
S002048,2026-05-23T23:00:00+00:00,SKU009,pase,R0014,Buenos Aires,5990,web
S002049,2026-01-21T04:00:00+00:00,SKU022,accesorio,R0116,Cordoba,3290,estacion
S002050,2026-05-19T08:00:00+00:00,SKU014,recarga,R0092,Buenos Aires,9990,estacion
S002051,2026-06-02T17:00:00+00:00,SKU025,accesorio,R0045,Buenos Aires,1990,app
S002052,2026-04-12T23:00:00+00:00,SKU006,pase,R0078,Buenos Aires,9990,web
S002053,2026-05-07T00:00:00+00:00,SKU028,accesorio,R0107,Cordoba,9790,app
S002054,2026-02-03T21:00:00+00:00,SKU028,accesorio,R0013,Buenos Aires,5990,app
S002055,2026-02-17T10:00:00+00:00,SKU029,accesorio,R0064,Buenos Aires,9990,app
S002056,2026-02-10T02:00:00+00:00,SKU024,accesorio,R0107,Buenos Aires,1990,estacion
S002057,2026-05-27T15:00:00+00:00,SKU021,accesorio,R0079,Cordoba,1890,estacion
S002058,2026-02-04T13:00:00+00:00,SKU023,accesorio,R0041,Cordoba,5790,app
S002059,2026-03-05T10:00:00+00:00,SKU027,accesorio,R0102,Cordoba,3290,estacion
S002060,2026-01-16T04:00:00+00:00,SKU024,accesorio,R0044,Buenos Aires,1990,app
S002061,2026-06-02T14:00:00+00:00,SKU032,seguro,R0109,Cordoba,9790,web
S002062,2026-05-19T00:00:00+00:00,SKU002,pase,R0049,Buenos Aires,9990,estacion
S002063,2026-06-12T12:00:00+00:00,SKU038,seguro,R0107,Buenos Aires,1990,app
S002064,2026-03-19T14:00:00+00:00,SKU011,recarga,R0078,Cordoba,9790,app
S002065,2026-04-06T04:00:00+00:00,SKU028,accesorio,R0032,Buenos Aires,5990,estacion
S002066,2026-04-09T11:00:00+00:00,SKU030,accesorio,R0102,Buenos Aires,3490,app
S002067,2026-03-07T12:00:00+00:00,SKU008,pase,R0084,Buenos Aires,1990,app
S002068,2026-04-21T08:00:00+00:00,SKU011,recarga,R0092,Buenos Aires,3490,app
S002069,2026-04-06T04:00:00+00:00,SKU013,recarga,R0096,Buenos Aires,3490,app
S002070,2026-04-25T22:00:00+00:00,SKU020,recarga,R0118,Buenos Aires,1990,web
S002071,2026-06-02T21:00:00+00:00,SKU022,accesorio,R0104,Buenos Aires,1990,app
S002072,2026-03-09T06:00:00+00:00,SKU017,recarga,R0079,Buenos Aires,5990,estacion
S002073,2026-04-19T14:00:00+00:00,SKU035,seguro,R0068,Buenos Aires,1990,web
S002074,2026-01-30T15:00:00+00:00,SKU024,accesorio,R0040,Cordoba,5790,app
S002075,2026-05-29T19:00:00+00:00,SKU011,recarga,R0107,Cordoba,9790,estacion
S002076,2026-01-26T21:00:00+00:00,SKU020,recarga,R0100,Cordoba,5790,app
S002077,2026-02-26T01:00:00+00:00,SKU010,pase,R0073,Cordoba,1890,app
S002078,2026-06-01T06:00:00+00:00,SKU021,accesorio,R0094,Buenos Aires,9990,app
S002079,2026-04-13T20:00:00+00:00,SKU011,recarga,R0040,Buenos Aires,3490,app
S002080,2026-05-28T23:00:00+00:00,SKU015,recarga,R0098,Buenos Aires,9990,estacion
S002081,2026-02-16T03:00:00+00:00,SKU004,pase,R0087,Cordoba,1890,app
S002082,2026-01-27T00:00:00+00:00,SKU018,recarga,R0030,Cordoba,3290,app
S002083,2026-01-25T00:00:00+00:00,SKU037,seguro,R0094,Cordoba,5790,web
S002084,2026-04-20T06:00:00+00:00,SKU032,seguro,R0076,Cordoba,9790,estacion
S002085,2026-06-13T13:00:00+00:00,SKU011,recarga,R0038,Buenos Aires,3490,app
S002086,2026-03-16T00:00:00+00:00,SKU016,recarga,R0085,Buenos Aires,5990,estacion
S002087,2026-03-14T20:00:00+00:00,SKU021,accesorio,R0020,Cordoba,1890,app
S002088,2026-02-23T10:00:00+00:00,SKU034,seguro,R0031,Buenos Aires,1990,estacion
S002089,2026-05-23T22:00:00+00:00,SKU022,accesorio,R0071,Buenos Aires,1990,app
S002090,2026-02-03T03:00:00+00:00,SKU003,pase,R0090,Cordoba,1890,app
S002091,2026-05-20T04:00:00+00:00,SKU003,pase,R0061,Cordoba,1890,web
S002092,2026-05-07T21:00:00+00:00,SKU023,accesorio,R0099,Cordoba,5790,app
S002093,2026-05-25T09:00:00+00:00,SKU040,seguro,R0063,Buenos Aires,5990,app
S002094,2026-02-08T11:00:00+00:00,SKU006,pase,R0083,Buenos Aires,9990,estacion
S002095,2026-02-08T16:00:00+00:00,SKU005,pase,R0049,Cordoba,5790,estacion
S002096,2026-04-23T11:00:00+00:00,SKU001,pase,R0038,Cordoba,9790,estacion
S002097,2026-04-23T04:00:00+00:00,SKU035,seguro,R0016,Cordoba,9790,app
S002098,2026-05-16T07:00:00+00:00,SKU016,recarga,R0026,Buenos Aires,5990,app
S002099,2026-01-22T13:00:00+00:00,SKU035,seguro,R0047,Buenos Aires,1990,app
S002100,2026-02-01T23:00:00+00:00,SKU010,pase,R0031,Buenos Aires,9990,estacion
S002101,2026-01-26T13:00:00+00:00,SKU031,seguro,R0016,Cordoba,1890,app
S002102,2026-02-24T11:00:00+00:00,SKU015,recarga,R0109,Buenos Aires,9990,app
S002103,2026-01-20T22:00:00+00:00,SKU032,seguro,R0082,Buenos Aires,5990,web
S002104,2026-03-02T11:00:00+00:00,SKU013,recarga,R0076,Cordoba,5790,web
S002105,2026-06-05T06:00:00+00:00,SKU017,recarga,R0012,Cordoba,1890,app
S002106,2026-05-04T21:00:00+00:00,SKU003,pase,R0029,Buenos Aires,3490,web
S002107,2026-03-15T10:00:00+00:00,SKU035,seguro,R0029,Buenos Aires,1990,estacion
S002108,2026-04-03T23:00:00+00:00,SKU021,accesorio,R0013,Cordoba,1890,estacion
S002109,2026-04-28T22:00:00+00:00,SKU017,recarga,R0097,Cordoba,1890,app
S002110,2026-04-23T07:00:00+00:00,SKU004,pase,R0050,Cordoba,1890,app
S002111,2026-04-14T09:00:00+00:00,SKU005,pase,R0099,Buenos Aires,5990,app
S002112,2026-02-11T21:00:00+00:00,SKU013,recarga,R0085,Cordoba,5790,web
S002113,2026-04-15T13:00:00+00:00,SKU001,pase,R0110,Buenos Aires,14990,app
S002114,2026-04-07T03:00:00+00:00,SKU019,recarga,R0047,Cordoba,5790,app
S002115,2026-05-14T11:00:00+00:00,SKU019,recarga,R0025,Buenos Aires,3490,app
S002116,2026-04-16T06:00:00+00:00,SKU040,seguro,R0117,Cordoba,5790,web
S002117,2026-03-20T07:00:00+00:00,SKU020,recarga,R0017,Cordoba,5790,app
S002118,2026-05-07T14:00:00+00:00,SKU020,recarga,R0094,Buenos Aires,1990,app
S002119,2026-06-09T07:00:00+00:00,SKU036,seguro,R0035,Buenos Aires,9990,app
S002120,2026-01-20T12:00:00+00:00,SKU009,pase,R0105,Cordoba,9790,app
S002121,2026-02-10T01:00:00+00:00,SKU033,seguro,R0040,Buenos Aires,5990,estacion
S002122,2026-05-14T10:00:00+00:00,SKU008,pase,R0084,Cordoba,9790,app
S002123,2026-01-20T06:00:00+00:00,SKU025,accesorio,R0110,Buenos Aires,1990,app
S002124,2026-04-21T09:00:00+00:00,SKU021,accesorio,R0029,Cordoba,1890,estacion
S002125,2026-05-27T11:00:00+00:00,SKU023,accesorio,R0010,Cordoba,5790,app
S002126,2026-02-08T19:00:00+00:00,SKU003,pase,R0078,Buenos Aires,3490,app
S002127,2026-02-17T12:00:00+00:00,SKU024,accesorio,R0009,Cordoba,5790,app
S002128,2026-02-05T01:00:00+00:00,SKU032,seguro,R0061,Cordoba,9790,app
S002129,2026-05-20T08:00:00+00:00,SKU038,seguro,R0055,Cordoba,3290,estacion
S002130,2026-05-31T21:00:00+00:00,SKU014,recarga,R0029,Cordoba,3290,app
S002131,2026-02-09T23:00:00+00:00,SKU031,seguro,R0057,Buenos Aires,9990,app
S002132,2026-04-28T16:00:00+00:00,SKU039,seguro,R0099,Cordoba,5790,estacion
S002133,2026-01-17T21:00:00+00:00,SKU005,pase,R0067,Buenos Aires,5990,estacion
S002134,2026-04-20T14:00:00+00:00,SKU023,accesorio,R0082,Cordoba,5790,app
S002135,2026-05-11T20:00:00+00:00,SKU001,pase,R0107,Cordoba,9790,app
S002136,2026-04-15T15:00:00+00:00,SKU020,recarga,R0047,Cordoba,5790,app
S002137,2026-04-11T14:00:00+00:00,SKU038,seguro,R0118,Buenos Aires,1990,app
S002138,2026-02-01T17:00:00+00:00,SKU039,seguro,R0071,Cordoba,5790,web
S002139,2026-01-24T13:00:00+00:00,SKU029,accesorio,R0059,Buenos Aires,9990,app
S002140,2026-01-16T08:00:00+00:00,SKU008,pase,R0042,Buenos Aires,1990,app
S002141,2026-02-09T22:00:00+00:00,SKU030,accesorio,R0009,Buenos Aires,3490,app
S002142,2026-03-26T20:00:00+00:00,SKU014,recarga,R0072,Cordoba,3290,app
S002143,2026-01-30T01:00:00+00:00,SKU027,accesorio,R0019,Cordoba,3290,app
S002144,2026-02-27T21:00:00+00:00,SKU036,seguro,R0010,Cordoba,3290,estacion
S002145,2026-05-23T23:00:00+00:00,SKU036,seguro,R0068,Buenos Aires,9990,app
S002146,2026-01-15T04:00:00+00:00,SKU015,recarga,R0054,Cordoba,3290,estacion
S002147,2026-02-22T03:00:00+00:00,SKU020,recarga,R0070,Cordoba,5790,app
S002148,2026-04-07T02:00:00+00:00,SKU027,accesorio,R0063,Cordoba,3290,app
S002149,2026-01-17T22:00:00+00:00,SKU011,recarga,R0078,Cordoba,9790,estacion
S002150,2026-01-27T23:00:00+00:00,SKU036,seguro,R0104,Cordoba,3290,estacion
S002151,2026-01-21T15:00:00+00:00,SKU030,accesorio,R0118,Buenos Aires,3490,app
S002152,2026-05-20T04:00:00+00:00,SKU018,recarga,R0109,Cordoba,3290,app
S002153,2026-03-06T01:00:00+00:00,SKU027,accesorio,R0007,Cordoba,3290,app
S002154,2026-03-28T10:00:00+00:00,SKU006,pase,R0106,Cordoba,9790,web
S002155,2026-05-21T01:00:00+00:00,SKU013,recarga,R0067,Cordoba,5790,app
S002156,2026-02-12T01:00:00+00:00,SKU023,accesorio,R0109,Buenos Aires,14990,app
S002157,2026-05-24T10:00:00+00:00,SKU038,seguro,R0006,Cordoba,3290,estacion
S002158,2026-04-30T18:00:00+00:00,SKU013,recarga,R0082,Cordoba,5790,app
S002159,2026-05-14T16:00:00+00:00,SKU006,pase,R0039,Buenos Aires,9990,app
S002160,2026-03-17T06:00:00+00:00,SKU029,accesorio,R0002,Cordoba,1890,app
S002161,2026-04-30T23:00:00+00:00,SKU003,pase,R0112,Buenos Aires,3490,web
S002162,2026-05-06T05:00:00+00:00,SKU026,accesorio,R0080,Buenos Aires,9990,app
S002163,2026-06-01T17:00:00+00:00,SKU022,accesorio,R0031,Buenos Aires,1990,app
S002164,2026-03-13T03:00:00+00:00,SKU008,pase,R0046,Cordoba,9790,app
S002165,2026-04-05T06:00:00+00:00,SKU030,accesorio,R0029,Buenos Aires,3490,estacion
S002166,2026-02-23T22:00:00+00:00,SKU036,seguro,R0033,Cordoba,3290,estacion
S002167,2026-03-01T16:00:00+00:00,SKU016,recarga,R0043,Cordoba,1890,estacion
S002168,2026-01-15T22:00:00+00:00,SKU035,seguro,R0040,Cordoba,9790,app
S002169,2026-06-12T22:00:00+00:00,SKU018,recarga,R0048,Buenos Aires,3490,estacion
S002170,2026-04-30T00:00:00+00:00,SKU023,accesorio,R0118,Cordoba,5790,web
S002171,2026-01-17T09:00:00+00:00,SKU034,seguro,R0096,Buenos Aires,1990,app
S002172,2026-02-02T17:00:00+00:00,SKU001,pase,R0085,Cordoba,9790,app
S002173,2026-06-12T18:00:00+00:00,SKU002,pase,R0110,Buenos Aires,9990,app
S002174,2026-03-21T12:00:00+00:00,SKU036,seguro,R0015,Buenos Aires,9990,app
S002175,2026-01-26T20:00:00+00:00,SKU013,recarga,R0014,Buenos Aires,3490,web
S002176,2026-02-20T23:00:00+00:00,SKU037,seguro,R0009,Cordoba,5790,estacion
S002177,2026-04-22T01:00:00+00:00,SKU027,accesorio,R0037,Cordoba,3290,app
S002178,2026-05-20T10:00:00+00:00,SKU002,pase,R0012,Buenos Aires,9990,app
S002179,2026-04-05T09:00:00+00:00,SKU019,recarga,R0023,Buenos Aires,3490,app
S002180,2026-05-12T09:00:00+00:00,SKU026,accesorio,R0055,Cordoba,3290,app
S002181,2026-04-29T10:00:00+00:00,SKU013,recarga,R0062,Buenos Aires,3490,app
S002182,2026-04-21T00:00:00+00:00,SKU034,seguro,R0065,Cordoba,5790,app
S002183,2026-05-13T00:00:00+00:00,SKU031,seguro,R0005,Cordoba,1890,app
S002184,2026-05-08T08:00:00+00:00,SKU017,recarga,R0072,Cordoba,1890,estacion
S002185,2026-06-01T00:00:00+00:00,SKU021,accesorio,R0045,Cordoba,1890,estacion
S002186,2026-05-16T13:00:00+00:00,SKU001,pase,R0108,Cordoba,9790,estacion
S002187,2026-02-03T23:00:00+00:00,SKU035,seguro,R0051,Buenos Aires,1990,estacion
S002188,2026-02-07T04:00:00+00:00,SKU040,seguro,R0057,Cordoba,5790,app
S002189,2026-03-12T16:00:00+00:00,SKU034,seguro,R0004,Cordoba,5790,estacion
S002190,2026-06-08T02:00:00+00:00,SKU024,accesorio,R0101,Buenos Aires,1990,estacion
S002191,2026-05-10T12:00:00+00:00,SKU039,seguro,R0113,Buenos Aires,14990,app
S002192,2026-03-12T00:00:00+00:00,SKU006,pase,R0057,Buenos Aires,9990,app
S002193,2026-04-24T10:00:00+00:00,SKU036,seguro,R0042,Buenos Aires,9990,estacion
S002194,2026-03-12T19:00:00+00:00,SKU006,pase,R0095,Cordoba,9790,web
S002195,2026-02-11T02:00:00+00:00,SKU011,recarga,R0076,Buenos Aires,3490,estacion
S002196,2026-04-13T15:00:00+00:00,SKU037,seguro,R0024,Buenos Aires,14990,app
S002197,2026-02-25T02:00:00+00:00,SKU022,accesorio,R0077,Buenos Aires,1990,web
S002198,2026-04-10T05:00:00+00:00,SKU035,seguro,R0027,Buenos Aires,1990,estacion
S002199,2026-04-09T16:00:00+00:00,SKU003,pase,R0099,Buenos Aires,3490,estacion
S002200,2026-06-12T18:00:00+00:00,SKU001,pase,R0046,Cordoba,9790,app
S002201,2026-04-21T09:00:00+00:00,SKU035,seguro,R0037,Cordoba,9790,app
S002202,2026-04-23T21:00:00+00:00,SKU017,recarga,R0085,Buenos Aires,5990,app
S002203,2026-05-17T20:00:00+00:00,SKU028,accesorio,R0032,Cordoba,9790,app
S002204,2026-03-19T20:00:00+00:00,SKU002,pase,R0048,Cordoba,3290,estacion
S002205,2026-05-21T00:00:00+00:00,SKU037,seguro,R0057,Buenos Aires,14990,app
S002206,2026-06-12T05:00:00+00:00,SKU024,accesorio,R0100,Buenos Aires,1990,estacion
S002207,2026-04-04T22:00:00+00:00,SKU005,pase,R0015,Cordoba,5790,app
S002208,2026-05-08T05:00:00+00:00,SKU039,seguro,R0056,Buenos Aires,14990,web
S002209,2026-05-09T18:00:00+00:00,SKU010,pase,R0079,Buenos Aires,9990,estacion
S002210,2026-05-27T15:00:00+00:00,SKU023,accesorio,R0061,Cordoba,5790,estacion
S002211,2026-03-07T15:00:00+00:00,SKU021,accesorio,R0010,Buenos Aires,9990,app
S002212,2026-02-17T04:00:00+00:00,SKU004,pase,R0116,Buenos Aires,9990,estacion
S002213,2026-05-20T15:00:00+00:00,SKU015,recarga,R0040,Cordoba,3290,app
S002214,2026-04-11T16:00:00+00:00,SKU017,recarga,R0106,Cordoba,1890,estacion
S002215,2026-02-06T10:00:00+00:00,SKU013,recarga,R0030,Buenos Aires,3490,app
S002216,2026-05-15T10:00:00+00:00,SKU036,seguro,R0087,Buenos Aires,9990,app
S002217,2026-05-29T04:00:00+00:00,SKU008,pase,R0081,Buenos Aires,1990,estacion
S002218,2026-05-13T16:00:00+00:00,SKU024,accesorio,R0085,Cordoba,5790,estacion
S002219,2026-05-27T13:00:00+00:00,SKU032,seguro,R0090,Cordoba,9790,app
S002220,2026-03-02T07:00:00+00:00,SKU028,accesorio,R0029,Buenos Aires,5990,app
S002221,2026-01-20T09:00:00+00:00,SKU040,seguro,R0097,Cordoba,5790,app
S002222,2026-05-22T13:00:00+00:00,SKU023,accesorio,R0064,Cordoba,5790,app
S002223,2026-06-09T18:00:00+00:00,SKU011,recarga,R0005,Cordoba,9790,web
S002224,2026-02-15T11:00:00+00:00,SKU018,recarga,R0081,Buenos Aires,3490,web
S002225,2026-02-24T07:00:00+00:00,SKU030,accesorio,R0045,Buenos Aires,3490,app
S002226,2026-03-09T12:00:00+00:00,SKU025,accesorio,R0043,Buenos Aires,1990,estacion
S002227,2026-02-25T13:00:00+00:00,SKU034,seguro,R0117,Buenos Aires,1990,estacion
S002228,2026-05-21T11:00:00+00:00,SKU001,pase,R0101,Cordoba,9790,app
S002229,2026-06-03T03:00:00+00:00,SKU026,accesorio,R0039,Cordoba,3290,app
S002230,2026-02-28T16:00:00+00:00,SKU011,recarga,R0111,Cordoba,9790,web
S002231,2026-03-08T05:00:00+00:00,SKU040,seguro,R0031,Cordoba,5790,app
S002232,2026-02-05T08:00:00+00:00,SKU026,accesorio,R0077,Cordoba,3290,estacion
S002233,2026-01-16T07:00:00+00:00,SKU036,seguro,R0092,Buenos Aires,9990,estacion
S002234,2026-03-24T23:00:00+00:00,SKU018,recarga,R0012,Cordoba,3290,web
S002235,2026-02-16T06:00:00+00:00,SKU019,recarga,R0113,Buenos Aires,3490,app
S002236,2026-02-02T20:00:00+00:00,SKU039,seguro,R0003,Cordoba,5790,estacion
S002237,2026-02-22T10:00:00+00:00,SKU015,recarga,R0096,Buenos Aires,9990,web
S002238,2026-03-16T03:00:00+00:00,SKU028,accesorio,R0046,Buenos Aires,5990,estacion
S002239,2026-03-01T01:00:00+00:00,SKU030,accesorio,R0016,Buenos Aires,3490,estacion
S002240,2026-01-29T22:00:00+00:00,SKU004,pase,R0070,Cordoba,1890,app
S002241,2026-03-13T01:00:00+00:00,SKU032,seguro,R0013,Cordoba,9790,estacion
S002242,2026-01-27T07:00:00+00:00,SKU028,accesorio,R0066,Cordoba,9790,web
S002243,2026-04-19T09:00:00+00:00,SKU027,accesorio,R0106,Buenos Aires,9990,app
S002244,2026-02-08T07:00:00+00:00,SKU025,accesorio,R0034,Cordoba,9790,web
S002245,2026-01-25T03:00:00+00:00,SKU005,pase,R0006,Cordoba,5790,app
S002246,2026-01-17T17:00:00+00:00,SKU012,recarga,R0017,Buenos Aires,1990,app
S002247,2026-03-11T20:00:00+00:00,SKU033,seguro,R0032,Buenos Aires,5990,web
S002248,2026-02-06T08:00:00+00:00,SKU024,accesorio,R0011,Cordoba,5790,estacion
S002249,2026-05-26T07:00:00+00:00,SKU016,recarga,R0085,Cordoba,1890,app
S002250,2026-05-05T02:00:00+00:00,SKU019,recarga,R0117,Cordoba,5790,app
S002251,2026-02-11T15:00:00+00:00,SKU005,pase,R0029,Cordoba,5790,app
S002252,2026-04-29T22:00:00+00:00,SKU026,accesorio,R0004,Buenos Aires,9990,web
S002253,2026-02-05T08:00:00+00:00,SKU019,recarga,R0107,Buenos Aires,3490,estacion
S002254,2026-04-23T09:00:00+00:00,SKU009,pase,R0007,Cordoba,9790,estacion
S002255,2026-03-14T04:00:00+00:00,SKU017,recarga,R0054,Buenos Aires,5990,app
S002256,2026-05-01T06:00:00+00:00,SKU040,seguro,R0076,Buenos Aires,5990,web
S002257,2026-02-12T08:00:00+00:00,SKU013,recarga,R0075,Buenos Aires,3490,app
S002258,2026-02-13T04:00:00+00:00,SKU005,pase,R0014,Cordoba,5790,app
S002259,2026-06-12T21:00:00+00:00,SKU027,accesorio,R0040,Cordoba,3290,app
S002260,2026-06-03T07:00:00+00:00,SKU037,seguro,R0002,Buenos Aires,14990,app
S002261,2026-04-07T07:00:00+00:00,SKU020,recarga,R0003,Cordoba,5790,app
S002262,2026-05-21T14:00:00+00:00,SKU021,accesorio,R0062,Cordoba,1890,app
S002263,2026-03-15T13:00:00+00:00,SKU015,recarga,R0061,Cordoba,3290,web
S002264,2026-02-01T15:00:00+00:00,SKU026,accesorio,R0068,Cordoba,3290,estacion
S002265,2026-02-25T06:00:00+00:00,SKU023,accesorio,R0094,Buenos Aires,14990,app
S002266,2026-01-23T14:00:00+00:00,SKU032,seguro,R0083,Cordoba,9790,estacion
S002267,2026-04-07T04:00:00+00:00,SKU004,pase,R0036,Cordoba,1890,app
S002268,2026-02-04T11:00:00+00:00,SKU016,recarga,R0011,Buenos Aires,5990,app
S002269,2026-05-11T12:00:00+00:00,SKU018,recarga,R0079,Buenos Aires,3490,estacion
S002270,2026-05-08T09:00:00+00:00,SKU034,seguro,R0086,Cordoba,5790,web
S002271,2026-05-18T07:00:00+00:00,SKU030,accesorio,R0071,Cordoba,3290,app
S002272,2026-01-18T06:00:00+00:00,SKU036,seguro,R0039,Buenos Aires,9990,app
S002273,2026-04-12T12:00:00+00:00,SKU003,pase,R0077,Cordoba,1890,estacion
S002274,2026-04-23T13:00:00+00:00,SKU029,accesorio,R0069,Cordoba,1890,web
S002275,2026-05-30T02:00:00+00:00,SKU006,pase,R0095,Cordoba,9790,estacion
S002276,2026-05-26T20:00:00+00:00,SKU024,accesorio,R0088,Buenos Aires,1990,web
S002277,2026-03-13T04:00:00+00:00,SKU018,recarga,R0040,Buenos Aires,3490,estacion
S002278,2026-02-02T15:00:00+00:00,SKU018,recarga,R0076,Buenos Aires,3490,app
S002279,2026-01-26T20:00:00+00:00,SKU018,recarga,R0028,Cordoba,3290,web
S002280,2026-02-13T21:00:00+00:00,SKU005,pase,R0108,Buenos Aires,5990,web
S002281,2026-06-01T06:00:00+00:00,SKU035,seguro,R0022,Cordoba,9790,app
S002282,2026-06-04T02:00:00+00:00,SKU031,seguro,R0062,Buenos Aires,9990,app
S002283,2026-02-06T20:00:00+00:00,SKU012,recarga,R0076,Buenos Aires,1990,web
S002284,2026-04-06T09:00:00+00:00,SKU028,accesorio,R0049,Buenos Aires,5990,estacion
S002285,2026-01-21T16:00:00+00:00,SKU006,pase,R0013,Buenos Aires,9990,app
S002286,2026-04-15T05:00:00+00:00,SKU028,accesorio,R0019,Cordoba,9790,estacion
S002287,2026-01-22T12:00:00+00:00,SKU018,recarga,R0048,Buenos Aires,3490,app
S002288,2026-01-24T21:00:00+00:00,SKU029,accesorio,R0006,Cordoba,1890,app
S002289,2026-03-23T22:00:00+00:00,SKU005,pase,R0072,Cordoba,5790,web
S002290,2026-04-25T06:00:00+00:00,SKU028,accesorio,R0116,Cordoba,9790,app
S002291,2026-04-15T10:00:00+00:00,SKU006,pase,R0000,Buenos Aires,9990,app
S002292,2026-06-09T19:00:00+00:00,SKU025,accesorio,R0081,Buenos Aires,1990,app
S002293,2026-02-21T13:00:00+00:00,SKU019,recarga,R0037,Cordoba,5790,app
S002294,2026-03-18T07:00:00+00:00,SKU009,pase,R0019,Cordoba,9790,app
S002295,2026-06-05T14:00:00+00:00,SKU010,pase,R0059,Buenos Aires,9990,web
S002296,2026-02-20T01:00:00+00:00,SKU031,seguro,R0057,Cordoba,1890,estacion
S002297,2026-01-28T10:00:00+00:00,SKU024,accesorio,R0119,Buenos Aires,1990,web
S002298,2026-02-20T20:00:00+00:00,SKU017,recarga,R0084,Buenos Aires,5990,app
S002299,2026-03-28T22:00:00+00:00,SKU032,seguro,R0000,Buenos Aires,5990,app
S002300,2026-04-13T13:00:00+00:00,SKU017,recarga,R0073,Cordoba,1890,app
S002301,2026-02-25T21:00:00+00:00,SKU011,recarga,R0019,Buenos Aires,3490,app
S002302,2026-05-18T17:00:00+00:00,SKU015,recarga,R0061,Buenos Aires,9990,app
S002303,2026-06-06T12:00:00+00:00,SKU017,recarga,R0014,Cordoba,1890,app
S002304,2026-05-06T22:00:00+00:00,SKU018,recarga,R0028,Cordoba,3290,web
S002305,2026-02-20T18:00:00+00:00,SKU026,accesorio,R0087,Buenos Aires,9990,app
S002306,2026-02-18T16:00:00+00:00,SKU027,accesorio,R0011,Cordoba,3290,estacion
S002307,2026-05-14T17:00:00+00:00,SKU003,pase,R0037,Cordoba,1890,web
S002308,2026-01-26T09:00:00+00:00,SKU032,seguro,R0070,Buenos Aires,5990,app
S002309,2026-02-18T03:00:00+00:00,SKU019,recarga,R0026,Cordoba,5790,web
S002310,2026-04-25T02:00:00+00:00,SKU018,recarga,R0058,Cordoba,3290,web
S002311,2026-02-19T04:00:00+00:00,SKU004,pase,R0050,Cordoba,1890,app
S002312,2026-03-29T23:00:00+00:00,SKU031,seguro,R0110,Buenos Aires,9990,estacion
